Action.c(42): "Upgrade-Insecure-Requests: 1" header registered for adding to requests from all following Action functions  	[MsgId: MMSG-26505]
Action.c(61):           if (allAtOnce) {\n
Action.c(61):             alertText += beginRequestAlertGeneric + realName + endRequestAlert + hardReturn;\n
Action.c(61):             if (firstMissingElt == null) {firstMissingElt = formObj};\n
Action.c(61):           } else {\n
Action.c(61):             alertText = beginRequestAlertGeneric + realName + endRequestAlert + hardReturn;\n
Action.c(61):             alert(alertText);\n
Action.c(61):           }\n
Action.c(61):         }\n
Action.c(61):         if (!isIE3) {\n
Action.c(61):           var goToObj = (allAtOnce) ? firstMissingElt : formObj;\n
Action.c(61):           if (goToObj.select) goToObj.select();\n
Action.c(61):           if (goToObj.focus) goToObj.focus();\n
Action.c(61):         }\n
Action.c(61):         if (!allAtOnce) {return false};\n
Action.c(61):       }\n
Action.c(61):       if (allAtOnce) {\n
Action.c(61):         if (alertText != "") {\n
Action.c(61):           alert(alertText);\n
Action.c(61):           return false;\n
Action.c(61):         }\n
Action.c(61):       } \n
Action.c(61):     //  alert("I am valid!"); //remove this line when you use the code\n
Action.c(61):       return true; //change this to return true to make the form submit\n
Action.c(61):     }\n
Action.c(61): t=651344ms: Request done "http://localhost:1080/WebTours/profileValidate.js"  	[MsgId: MMSG-26000]
Action.c(61): t=651344ms: 299-byte response headers for "http://localhost:1080/WebTours/images/button_next.gif" (RelFrameId=, Internal ID=385)
Action.c(61):     HTTP/1.1 200 OK\r\n
Action.c(61):     Date: Tue, 15 Oct 2024 16:07:56 GMT\r\n
Action.c(61):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(61):     Last-Modified: Thu, 12 Jan 2012 13:30:28 GMT\r\n
Action.c(61):     ETag: "9300000000beca-2f6-4b654c0620500"\r\n
Action.c(61):     Accept-Ranges: bytes\r\n
Action.c(61):     Content-Length: 758\r\n
Action.c(61):     Keep-Alive: timeout=5, max=100\r\n
Action.c(61):     Connection: Keep-Alive\r\n
Action.c(61):     Content-Type: image/gif\r\n
Action.c(61):     \r\n
Action.c(61): t=651344ms: 758-byte response body for "http://localhost:1080/WebTours/images/button_next.gif" (RelFrameId=, Internal ID=385)
Action.c(61): t=651344ms: Request done "http://localhost:1080/WebTours/images/button_next.gif"  	[MsgId: MMSG-26000]
Action.c(61): Registered web_reg_find successful for "Text=First time registering? Please complete the form below." (count=1)  	[MsgId: MMSG-26364]
Action.c(61): web_url("login.pl") was successful, 14475 body bytes, 841 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(70): Notify: Transaction "click_Signup" ended with a "Pass" status (Duration: 0,0320 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(71): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(72): Notify: Transaction "send_reg_Info" started.	[MsgId: MMSG-16999]
Action.c(74): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(74): An unrecognized header ("Origin") is being added  	[MsgId: MMSG-26595]
Action.c(74): "Origin: http://localhost:1080" header registered for adding to requests from the immediately following Action function  	[MsgId: MMSG-26506]
Action.c(74): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(76): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(76): Notify: Parameter Substitution: parameter "login" =  "gkv3iam50sTQZcxv"	[MsgId: MMSG-13992]
Action.c(76): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(77): web_submit_form("login.pl_2") started  	[MsgId: MMSG-26355]
Action.c(77): Notify: Parameter Substitution: parameter "login" =  "gkv3iam50sTQZcxv"	[MsgId: MMSG-13992]
Action.c(77): Notify: Parameter Substitution: parameter "password" =  "1aojMsCP12MCD9Jr"	[MsgId: MMSG-13992]
Action.c(77): Notify: Parameter Substitution: parameter "password" =  "1aojMsCP12MCD9Jr"	[MsgId: MMSG-13992]
Action.c(77): Notify: Parameter Substitution: parameter "firstname" =  "SZIOGwByEFouLIgY"	[MsgId: MMSG-13992]
Action.c(77): Notify: Parameter Substitution: parameter "lastName" =  "2cIbCgd0NsXIz6Ke"	[MsgId: MMSG-13992]
Action.c(77): Notify: Parameter Substitution: parameter "address1" =  "jhJGN9ND6DGtxXehLX4lbBXhsCz12G"	[MsgId: MMSG-13992]
Action.c(77): Warning: The string 'address' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(77): Submitting form to "http://localhost:1080/cgi-bin/login.pl", Target Frame="info"  	[MsgId: MMSG-27978]
Action.c(77): t=656359ms: Already connected [0] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(77): t=656359ms: 533-byte request headers for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=386)
Action.c(77):     POST /cgi-bin/login.pl HTTP/1.1\r\n
Action.c(77):     Content-Type: application/x-www-form-urlencoded\r\n
Action.c(77):     Referer: http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true\r\n
Action.c(77):     Origin: http://localhost:1080\r\n
Action.c(77):     Priority: u=0, i\r\n
Action.c(77):     Upgrade-Insecure-Requests: 1\r\n
Action.c(77):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(77):     .0\r\n
Action.c(77):     Accept-Encoding: gzip, deflate\r\n
Action.c(77):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(77):     Accept: */*\r\n
Action.c(77):     Connection: Keep-Alive\r\n
Action.c(77):     Host: localhost:1080\r\n
Action.c(77):     Cookie: MSO=SID&1729008471\r\n
Action.c(77):     Content-Length: 227\r\n
Action.c(77):     \r\n
Action.c(77): t=656359ms: 227-byte request body for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=386)
Action.c(77):     username=gkv3iam50sTQZcxv&password=1aojMsCP12MCD9Jr&passwordConfirm=1aojMsCP12MCD9Jr&first
Action.c(77):     Name=SZIOGwByEFouLIgY&lastName=2cIbCgd0NsXIz6Ke&address1=jhJGN9ND6DGtxXehLX4lbBXhsCz12G&ad
Action.c(77):     dress2=%7Baddress%7D&register.x=51&register.y=4
Action.c(77): t=656359ms: Inactive socket [1] was closed by localhost:1080, probably due to Keep-Alive timeout  	[MsgId: MMSG-26000]
Action.c(77): t=656359ms: Closed connection [1] to localhost:1080 after completing 1 request(s)  	[MsgId: MMSG-26000]
Action.c(77): t=656385ms: 432-byte response headers for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=386)
Action.c(77):     HTTP/1.1 200 OK\r\n
Action.c(77):     Date: Tue, 15 Oct 2024 16:08:01 GMT\r\n
Action.c(77):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(77):     Expires: 5s\r\n
Action.c(77):     Set-Cookie: MTUserInfo=firstName&SZIOGwByEFouLIgY&address2&%7Baddress%7D&username&gkv3iam5
Action.c(77):     0sTQZcxv&hash&118&lastName&2cIbCgd0NsXIz6Ke&address1&jhJGN9ND6DGtxXehLX4lbBXhsCz12G&credit
Action.c(77):     Card&&expDate&; path=/\r\n
Action.c(77):     Keep-Alive: timeout=5, max=96\r\n
Action.c(77):     Connection: Keep-Alive\r\n
Action.c(77):     Transfer-Encoding: chunked\r\n
Action.c(77):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(77):     \r\n
Action.c(77): t=656385ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=386)
Action.c(77):     441\r\n
Action.c(77): t=656386ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=386)
Action.c(77):     \r\n
Action.c(77): t=656386ms: 1089-byte chunked response body for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=386)
Action.c(77):     <!DOCTYPE html\n
Action.c(77):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
Action.c(77):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
Action.c(77):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
Action.c(77):     <head>\n
Action.c(77):     <title>Welcome to Web Tours</title>\n
Action.c(77):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
Action.c(77):     </head>\n
Action.c(77):     <body bgcolor="#E0E7F1">\n
Action.c(77):     \n
Action.c(77):     <br/><br/><br/>\n
Action.c(77):     \n
Action.c(77):     \n
Action.c(77):     <p /><style>blockquote {font-family: tahoma; font-size : 10pt}H1 {font-family: tahoma; fon
Action.c(77):     t-size : 22pt; color: #993333}small {font-family: tahoma; font-size : 8pt}H3 {font-family:
Action.c(77):      tahoma; font-size : 10pt; color: black}TD {font-family: tahoma; font-size : 10pt; color: 
Action.c(77):     black}</style><blockquote>Thank you, <b>gkv3iam50sTQZcxv</b>, for registering and welcome 
Action.c(77):     to the Web Tours family.\n
Action.c(77):     We hope we can meet all your current and future travel needs.  If you have any questions, 
Action.c(77):     feel free \n
Action.c(77):     to ask our support staff.   Click below when you're ready to plan your dream trip...<p /><
Action.c(77):     center><a href=welcome.pl?page=menus target='body'><img src=/WebTours/images/button_next.g
Action.c(77):     if border=0></a></center></blockquote>\n
Action.c(77):     </body>\n
Action.c(77):     </html>
Action.c(77): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(77): t=656386ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=386)
Action.c(77):     0\r\n
Action.c(77):     \r\n
Action.c(77): t=656387ms: Request done "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26000]
Action.c(77): Registered web_reg_find successful for "Text=Thank you, <b>gkv3iam50sTQZcxv</b>, for registering and welcome to the Web Tours family." (count=1)  	[MsgId: MMSG-26364]
Action.c(77): web_submit_form("login.pl_2") was successful, 1089 body bytes, 432 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(91): Notify: Transaction "send_reg_Info" ended with a "Pass" status (Duration: 0,0285 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(93): lr_think_time: 4,00 seconds.	[MsgId: MMSG-15948]
Action.c(95): Notify: Transaction "login_aft_reg" started.	[MsgId: MMSG-16999]
Action.c(96): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(96): Notify: Parameter Substitution: parameter "login" =  "gkv3iam50sTQZcxv"	[MsgId: MMSG-13992]
Action.c(96): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(97): web_image("button_next.gif") started  	[MsgId: MMSG-26355]
Action.c(97): Image-linking to "http://localhost:1080/cgi-bin/welcome.pl?page=menus", Target Frame="body"  	[MsgId: MMSG-27993]
Action.c(97): t=660400ms: Already connected [0] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(97): t=660400ms: 595-byte request headers for "http://localhost:1080/cgi-bin/welcome.pl?page=menus" (RelFrameId=1, Internal ID=387)
Action.c(97):     GET /cgi-bin/welcome.pl?page=menus HTTP/1.1\r\n
Action.c(97):     Referer: http://localhost:1080/cgi-bin/login.pl\r\n
Action.c(97):     Priority: u=0, i\r\n
Action.c(97):     Upgrade-Insecure-Requests: 1\r\n
Action.c(97):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(97):     .0\r\n
Action.c(97):     Accept-Encoding: gzip, deflate\r\n
Action.c(97):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(97):     Accept: */*\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Host: localhost:1080\r\n
Action.c(97):     Cookie: MSO=SID&1729008471; MTUserInfo=firstName&SZIOGwByEFouLIgY&address2&%7Baddress%7D&u
Action.c(97):     sername&gkv3iam50sTQZcxv&hash&118&lastName&2cIbCgd0NsXIz6Ke&address1&jhJGN9ND6DGtxXehLX4lb
Action.c(97):     BXhsCz12G&creditCard&&expDate&\r\n
Action.c(97):     \r\n
Action.c(97): t=660423ms: 215-byte response headers for "http://localhost:1080/cgi-bin/welcome.pl?page=menus" (RelFrameId=1, Internal ID=387)
Action.c(97):     HTTP/1.1 200 OK\r\n
Action.c(97):     Date: Tue, 15 Oct 2024 16:08:05 GMT\r\n
Action.c(97):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(97):     Keep-Alive: timeout=5, max=95\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Transfer-Encoding: chunked\r\n
Action.c(97):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(97):     \r\n
Action.c(97): t=660423ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/welcome.pl?page=menus" (RelFrameId=1, Internal ID=387)
Action.c(97):     254\r\n
Action.c(97): t=660423ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/welcome.pl?page=menus" (RelFrameId=1, Internal ID=387)
Action.c(97):     \r\n
Action.c(97): t=660423ms: 596-byte chunked response body for "http://localhost:1080/cgi-bin/welcome.pl?page=menus" (RelFrameId=1, Internal ID=387)
Action.c(97):     <!-- \n
Action.c(97):      User has returned to the home page.  Since user has already logged on,\n
Action.c(97):      we can give them the menu in the navbar.\n
Action.c(97):      --->\n
Action.c(97):     \n
Action.c(97):     <html>\n
Action.c(97):     <title>Web Tours</title>\n
Action.c(97):        <!-- Frame Set -->\n
Action.c(97):        <frameset cols="160,*" border="1" frameborder="1">\n
Action.c(97):           <!-- Navigation Frame -->\n
Action.c(97):           <frame src="nav.pl?page=menu&in=home" name="navbar" \n
Action.c(97):                 marginheight="2" marginwidth="2" noresize="noresize" scrolling="auto"/>\n
Action.c(97):           <!-- Intro Frame -->\n
Action.c(97):           <frame src="login.pl?intro=true" name="info" \n
Action.c(97):                 marginheight="2" marginwidth="2" norseize="noresize" scrolling="auto"/>\n
Action.c(97):        </frameset>\n
Action.c(97):     </html>\n
Action.c(97): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" in "http://localhost:1080/cgi-bin/welcome.pl?page=menus"  	[MsgId: MMSG-26574]
Action.c(97): Detected non-resource "http://localhost:1080/cgi-bin/login.pl?intro=true" in "http://localhost:1080/cgi-bin/welcome.pl?page=menus"  	[MsgId: MMSG-26574]
Action.c(97): t=660424ms: Connecting [1] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(97): t=660424ms: Already connected [2] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(97): t=660424ms: 611-byte request headers for "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" (RelFrameId=1.1, Internal ID=388)
Action.c(97):     GET /cgi-bin/nav.pl?page=menu&in=home HTTP/1.1\r\n
Action.c(97):     Referer: http://localhost:1080/cgi-bin/welcome.pl?page=menus\r\n
Action.c(97):     Priority: u=0, i\r\n
Action.c(97):     Upgrade-Insecure-Requests: 1\r\n
Action.c(97):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(97):     .0\r\n
Action.c(97):     Accept-Encoding: gzip, deflate\r\n
Action.c(97):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(97):     Accept: */*\r\n
Action.c(97):     Connection: Keep-Alive\r\n
